ImageID,LabelName1,LabelName2,Height,Width,XMin1,XMax1,YMin1,YMax1,XMin2,XMax2,YMin2,YMax2,ReferringExpression
1159874,man,chair,768,1024,670,971,565,749,634,787,546,731,a man in a red chair is using the camera
2334511,lady,baby,500,375,138,194,220,314,173,247,260,413,lady and baby is sitting on the bench
498335,man,shirt,1000,662,211,241,616,664,220,242,627,647,a man in a black shirt is sitting in front of the brick building
2334715,man,hat,333,500,267,332,87,289,275,308,87,111,man with hat is holding the controls
2334740,man,shirt,333,500,216,286,76,200,217,286,98,161,the man in a yellow shirt is holding the reins
2334865,helmet,man,333,500,218,269,0,58,163,313,0,287,the man in the black helmet is on the nearest motorcycle
2334871,woman,man,500,354,124,324,71,498,29,200,54,500,a man and woman are in robes
2335561,elephant,man,313,500,43,499,118,311,18,235,0,310,an elephant and a man is in the picture
2336024,lady,building,375,500,295,324,137,242,0,499,0,285,the lady against the building is wearing sunglasses
107901,man,wet hair,768,1024,305,872,115,767,476,681,87,239,man with wet hair is holding surfboard
2336164,man,suit,500,500,323,501,6,331,325,500,66,328,the man in the suit ears glasses
2336298,player,jersey,333,500,209,299,43,251,212,271,62,138,the player in the red jersey is holding a baseball bat
2336534,Man,woman,500,333,148,168,255,309,180,197,262,311,man and woman walking is in the picture
2336649,man,shirt,500,374,253,339,128,303,264,341,198,307,the man on the right side of the table wearing a green shirt is wearing a lanyard
2336779,soccer,player,500,400,73,138,245,313,20,388,14,423,a soccer player is playing the game
2337085,man,shorts,375,500,33,298,0,128,101,208,8,90,the man in shorts is catching the disc
2337168,person,bike,500,333,117,235,72,258,124,234,148,338,person on bike shadow in on ground
2337344,girl,boy,375,500,5,194,10,174,297,498,30,311,a girl and a boy is in the picture
2337595,bride,groom,500,500,192,346,57,292,318,473,57,417,the bride and groom are these people
2337900,horse,man,500,500,63,246,156,429,22,87,151,328,a man and a horse is in the photo
2338084,victim,thief,353,500,199,321,215,299,25,158,190,300,thief and victim is painted on the train
2338420,man,hat,500,286,87,171,116,385,108,156,116,145,the man in the hat is holding the mule
2338566,lady,couch,375,500,338,478,168,257,330,498,136,306,lady on couch is just watching the game play
2338743,accordion,man,500,333,133,147,269,304,105,156,254,343,a man with an accordion is near the church
1159263,guy,girl,768,1024,574,709,236,626,670,783,255,617,the guy and girl is holding an umbrella
1159292,lady,shirt,683,1024,142,479,172,681,153,417,299,583,the lady in plaid shirt is pointing to the lady in the middle
1159340,man,woman,683,1024,702,891,342,551,442,624,321,535,a man and woman is sitting on the bench
1159363,boy,shorts,612,612,210,399,0,567,265,364,315,405,the boy in blue shorts loves atwater village
1159420,man,shirt,683,1024,125,237,356,679,124,226,408,569,the man in the white shirt is not wearing a jacket
1159428,man,cart,768,1024,427,554,223,421,375,555,355,614,the man pushing the cart is wearing a black shirt
1159440,man,carrot,768,1024,0,180,116,266,165,198,267,296,the man at the carrot stand as their arm raised out
1159495,boy,bat,1024,683,146,259,297,775,179,228,533,774,the little boy holding the bat is at bat
2339165,Woman,cake,500,355,158,292,117,491,193,343,336,423,woman cutting cake is wearing a blue dress
1159557,man,couch,685,1024,834,1003,367,543,772,1022,368,686,the man on the couch is wearing red
1159608,woman,man,682,1024,383,491,326,444,126,273,361,478,a man and a woman is riding in the boat
1159624,girl,hat,768,1024,49,288,156,689,41,176,158,285,the girl in the pink hat as blonde hair
1159626,person,mural,480,640,98,136,165,286,2,197,159,289,a person depicted on mural is wearing suit and top hat
1159667,man,pants,683,1024,393,583,146,636,393,538,340,631,the man wearing brown pants is making food
1159676,child,adult,768,1024,396,426,55,151,425,457,65,151,"a child and adult standing next to each other are wearing baggy, mid-calf shorts in neutral brown or beige"
1159676,woman,ground,768,1024,713,778,61,262,0,1019,75,762,a woman walking in the middle ground as a pink sweater or sweatshirt tied around her waist
2339395,butthead,beavis,500,375,0,28,224,282,25,71,225,280,beavis and butthead is in the picture on the tabletop
1159767,bride,groom,683,1024,405,702,68,626,517,920,205,681,the bride and groom is smiling
1159793,woman,table,768,1024,325,681,27,765,477,1017,516,764,the smiling woman by the table as a long sleeve tan shirt on
1159819,Man,shirt,768,1024,0,260,322,767,0,72,434,611,man in green shirt is fat
2339501,man,water,334,500,166,265,83,176,365,496,120,216,the man in the water is surfing
1159871,man,jacket,768,1024,217,358,265,701,218,338,321,484,the man in the brown jacket is wearing a cowboy hat
1159885,girl,boy,1024,681,41,321,102,719,145,679,6,714,a boy and a girl is playing
1159887,policeman,motorcycle,982,1024,599,997,262,922,613,1021,435,953,the policeman on the motorcycle is wearing a white helmet
1159891,man,suit,719,1024,782,904,332,644,784,903,378,623,man in suit alks along sidewalk
1159921,snowmobile,man,768,1024,14,901,259,754,71,339,95,653,the man on the snowmobile is missing a glove
1159932,woman,elephant,670,1024,760,913,164,377,630,1022,301,669,the woman on the elephant as their arm raised
1159932,elephant,trainer,670,1024,630,1022,301,669,735,858,431,669,elephant trainer alks alongside the elephant
1159956,adult,shorts,768,1024,87,104,548,620,102,114,591,616,"an adult female with a yellow shirt and a child with blue shorts are the last two people in the photo, walking on the plank"
2339608,man,woman,332,500,128,279,77,211,181,385,70,209,man and woman is on the couch
1160000,bus,boy,768,1024,0,966,114,614,40,122,314,538,a boy next to the bus is taking a photograph of a bus
1160074,person,cardboard,471,1024,0,241,82,470,18,245,258,467,the person with cardboard is wearing glasses
1160096,woman,man,768,1024,518,692,101,375,0,250,109,457,the man in light blue and the woman in pink is holding up their plates
1160097,woman,head,600,800,6,332,181,598,62,211,186,362,a woman with glasses on her head as closed eyes
1160107,person,pants,1024,685,577,616,512,600,476,505,556,600,person beside guy in red pants is wearing all white
2339832,man,children,375,500,209,295,21,234,136,224,113,284,"a man, woman and children is standing in this picture"
1160212,man,shirt,685,1024,379,637,319,681,376,580,376,568,the big man with with the grey shirt is trying to have a conversation with a woman
2339928,player,guard,333,500,210,277,136,281,187,235,7,124,a baseball player and a security guard is in the picture
2340032,man,hoodie,500,333,42,153,247,499,51,153,273,385,the man in the black hoodie is on the yellow bicycle
2340162,man,stand,375,500,256,312,101,184,22,500,0,375,man in stand as on a white shirt
2340187,man,mirror,333,500,76,136,73,145,54,325,42,155,the man in the mirror is taking the picture
2340252,man,boat,375,500,137,192,149,202,0,403,195,277,man in the bow of the boat is not wearing a hat
2340252,person,coat,375,500,160,196,172,235,163,196,186,229,a person in light orange coat is driving the boat
2340550,boy,clock,500,375,169,194,360,443,147,216,65,137,the boy under the clock is holding the red ball
2340972,phone,woman,322,500,367,413,94,150,228,496,22,322,"the woman on her phone, drinking coffee is this picture of"
2340994,Man,jacket,375,500,77,169,15,248,77,169,14,144,man in green jacket is leaning over to grab a bag
2341351,girl,bikini,375,500,146,167,0,56,149,163,11,30,a girl in a red bikini is the farthest out in the water
2378241,girl,shirt,360,500,355,416,62,281,354,416,97,183,the girl with the 27 on her shirt does not have a tennis racket
2342029,person,beach,300,500,350,367,181,229,1,499,176,299,a person on the beach is flying the kite
2342037,woman,man,500,391,145,337,73,492,0,193,27,496,man and woman as brown hair
2342205,man,sidewalk,375,500,138,210,107,201,13,498,184,374,the man on the sidewalk is wearing a beanie
2342823,man,bike,335,500,50,90,39,120,45,91,80,134,a man in a bike is behind
2342888,man,ski suit,375,500,85,220,89,374,108,186,224,265,a man in black and yellow ski suit is facing the camera
2342894,woman,man,375,500,136,210,79,262,173,280,66,249,a woman and man are riding the motorcycle
1591988,man,vest,768,1024,129,215,418,615,143,209,444,543,a man in grey vest is leading the elephant in front
2342999,woman,sign,375,500,275,499,0,202,0,114,180,304,the woman pointing at the sign is wearing glasses
2343031,man,bear,375,500,164,266,94,270,249,466,162,284,a man and a bear is pictured
2343204,guy,glasses,424,500,142,397,83,418,228,281,131,144,the guy in glasses as the disk
2343300,woman,man,375,500,219,404,100,372,252,366,79,293,a man and woman is in the picture
2343383,man,woman,500,500,103,499,80,500,0,295,0,500,a man and a woman is in the picture is in the picture
2343453,boy,lady,375,500,130,329,92,315,0,224,80,316,a little boy and girl and a grown lady is in the picture
2343813,bride,groom,334,500,155,299,22,233,224,458,19,333,a bride and groom is in the picture
2344193,person,wheelchair,375,500,287,369,30,161,244,375,85,220,the person in the wheelchair is in charge of the dogs
2344209,girl,glasses,375,500,253,403,28,264,290,319,48,59,the girl with glasses is wearing black pants
2344492,person,shirt,500,333,223,234,482,499,224,231,486,495,a person with a red shirt is near the railing
2344594,Bench,man,310,500,97,414,111,306,203,429,44,287,man on bench is wearing sunglasses
2344695,man,girl,500,375,0,218,49,500,94,373,27,499,a man and girl is in the photo
2344884,hat,man,500,500,180,224,73,109,107,306,71,451,the man in the hat is standing next to the crate
150541,woman,shirt,768,1024,156,291,630,767,165,271,698,765,a woman in a red shirt as her bra straps showing
1592334,man,kite,768,1024,157,290,195,504,462,704,238,542,man holding kite is wearing white shoes
2345143,tiger,rooster,500,375,113,161,158,220,189,229,127,216,tony the tiger and cornelius the rooster is on the cereal boxes
2345168,man,dog,375,500,0,498,123,373,0,331,190,373,a man and a dog is the picture of
2345544,guy,shirt,334,500,255,303,111,300,267,301,137,218,the guy in a white shirt is holding the skateboard
2346032,bride,groom,332,500,125,318,23,330,0,311,26,331,the bride and groom is cutting the wedding cake
2346109,hoodie,man,329,500,123,430,117,327,122,431,35,327,the man in the blue hoodie is holding the food
2346330,girl,boy,500,332,166,217,267,459,116,170,239,459,a boy and a girl is in the photo
1592638,man,child,1024,768,261,623,11,426,389,590,178,381,a man and a child is in the picture
2347046,hat,man,375,500,186,205,214,227,166,212,213,269,the man with a blue hat is sitting down
2347133,woman,tank top,500,500,355,397,180,325,364,391,201,244,a woman in a blue tank top is walking next to the man in the sunglasses
2347432,man,shirt,500,333,96,333,183,481,102,230,227,357,the man in the white shirt is catching the frisbee
2347540,boy,shirt,410,500,82,177,18,376,107,170,103,215,the boy in the white shirt is catching the frisbee
2347581,boy,shirt,294,500,408,440,126,208,407,439,136,168,the boy in the green shirt is walking away
2347674,woman,jacket,500,333,40,210,165,500,41,213,247,464,the woman with the black jacket is talking on the phone
1592782,man,an umbrella,768,1024,2,92,367,607,0,141,270,373,a man holding an umbrella as flip flops on
1592786,lady,neck,1024,768,259,339,124,301,288,302,135,138,the lady with the red beads around her neck is wearing a white hat
1592786,woman,pants,1024,768,259,339,124,301,279,313,203,251,woman wearing white hat and black capri pants is looking over her shoulder
2347976,man,tie,375,500,91,373,59,374,173,230,207,376,a man wearing a tie is holding a microphone
2348345,man,shirt,400,500,118,380,32,399,118,378,106,350,the man in the blue shirt is checking two cellphones
2348430,man,shirt,332,500,382,455,89,268,394,454,115,191,the man in the blue shirt is wearing the hat
2348811,Girl,horse,375,500,59,212,19,338,36,453,33,374,girl on horse as long hair
2348969,sweater,woman,500,500,16,180,179,329,9,179,89,325,the woman in the green sweater appears to be talking
2349219,person,bench,333,500,292,373,180,242,269,471,234,332,person on bench as black hair
2349324,man,helmet,375,500,207,300,132,308,244,265,133,151,the man in the helmet on the right is holding the bat
2349335,person,coat,375,500,257,280,203,279,255,280,214,244,a person in a black coat is in the picture
2349336,player,hat,500,332,161,285,96,375,224,251,145,178,tennis player with black hat is jumping to hit ball
2349373,shirt,man,375,500,101,199,80,197,100,225,33,364,the man with the orange shirt is wearing sunglasses
2349533,Man,wagon,333,500,74,170,0,78,0,197,61,261,man in a wagon is wearing a hat
2349578,skirt,lady,357,500,192,294,88,220,132,319,45,315,the lady in the white skirt is playing tennis in the picture
2349644,man,shirt,500,332,116,145,197,228,114,140,206,219,man in a green shirt is driving the truck
2349725,man,hat,500,333,177,239,272,354,203,223,274,286,man in hat as a beard
2349809,tennis,player,333,500,339,366,285,312,167,464,80,331,tennis player is the man
2349870,man,phone,333,500,0,500,0,332,21,76,133,304,man on phone is the subject of the picture
2350003,man,curtain,375,500,226,273,128,211,0,500,74,205,man closest to curtain is looking down
2350102,woman,plaid,311,500,195,297,163,311,195,287,202,310,woman in plaid is carrying an umbrella
2350165,man,jacket,500,375,107,374,168,500,106,375,286,500,the man with the black jacket is wearing a blue tie
2350284,Man,shirt,500,332,32,85,81,206,32,79,94,143,man in green shirt is riding the bike on the left
2350417,man,beard,500,500,0,346,93,500,22,230,212,439,a man with a beard is in the photo
2350705,shirt,person,375,500,350,385,268,286,349,385,256,288,the person in a blue shirt is wearing a white hat
2351375,bride,groom,375,500,239,313,94,220,273,345,99,220,bride and groom is in the photo
2352087,man,jean shorts,333,500,292,440,83,236,355,433,167,199,man in blue jean shorts is sitting on the boat in picture
2352471,woman,man,500,242,0,240,0,116,0,240,192,491,both the man and woman is wearing glasses
2352510,girl,jacket,334,500,354,444,17,310,354,444,59,151,the girl in the pink jacket does not have a tennis racket
2352855,man,shirt,375,500,233,314,115,300,242,304,140,205,a man wearing green shirt is pushing the second cart
2353129,man,lady,375,500,129,321,119,374,246,448,136,374,man and lady is there
2353196,man,woman,375,500,6,266,23,339,198,452,59,317,man and woman are two people standing on surfboard
2353468,dog,people,333,500,165,301,21,332,311,500,0,324,a dog and people is in the background
2353781,woman,dog,353,500,361,449,98,260,246,320,97,196,a woman and a dog is in the picture
2353905,man,woman,375,500,77,189,96,374,242,398,109,294,a man and woman is skiing on the hill
2353907,guy,jacket,500,375,112,288,190,434,194,286,250,380,the guy with the black jacket is holding the remote
2354722,he,it,251,500,75,191,16,215,140,436,60,212,the man standing next to it is using the kite
2354997,man,woman,334,500,171,263,77,284,288,353,11,218,a man and a woman can be seen in the photograph
2355213,woman,blazer,331,500,22,76,81,213,21,75,112,182,woman in black blazer is standing
2355323,man,woman,375,500,227,289,49,226,200,259,68,245,a man and woman is walking
2355429,lady,baby,333,500,0,400,0,287,18,500,0,333,the lady and baby is wearing green
2355571,man,shirt,333,500,65,293,18,332,144,213,93,213,the man with the dark blue shirt as the electronic device
2356062,woman,shirt,334,500,26,82,152,244,28,80,173,232,the woman in the orange shirt is sitting on the blue blanket
2356428,Man,tie,335,500,170,317,19,327,230,245,73,152,man wearing a tie is wearing glasses
2356492,man,woman,331,500,312,488,50,330,150,220,81,192,man and a woman is in the restaurant
2356674,man,shirt,225,300,32,90,39,188,33,90,57,107,the man in the green and white shirt is holding the tennis racket
2356825,woman,pants,375,500,69,124,193,220,111,123,200,221,the woman in brown pants is on the elephant's head
2357204,tennis,player,500,333,26,43,165,181,128,298,89,418,tennis player is the subject of the picture
2357384,woman,worker,334,500,0,64,175,333,396,416,210,264,a woman and a worker is on the tarmac
2357726,woman,shirt,375,500,62,293,57,349,79,292,150,330,woman in brown shirt is holding a glass cup
2357865,bench,person,500,357,0,260,193,500,67,248,298,410,person on bench is wearing a coat
2358002,man,shirt,334,500,37,170,57,334,38,170,118,282,man in striped shirt is smiling
2358056,glasses,girl,424,500,308,348,118,144,249,395,90,424,the girl in glasses is holding a mobile phone
2358851,man,dog,380,500,17,225,31,296,269,447,185,243,a man and a dog is pictured
ImageID,LabelName1,LabelName2,Height,Width,XMin1,XMax1,YMin1,YMax1,XMin2,XMax2,YMin2,YMax2,ReferringExpression
2359308,men,kids,325,500,7,49,96,241,222,298,184,257,"men,women,kids is in the image"
2360385,beach,people,322,500,0,500,227,322,94,102,234,244,people on the beach is flying the kites
2360492,men,children,500,357,313,356,189,260,6,62,25,108,"men, women and children is watching the game"
2362597,skateboard,man,500,333,38,117,96,105,49,118,376,504,man on skateboard is shirtless
2362620,man,dogs,470,500,73,368,0,345,154,269,190,338,a man and two dogs is on the surfboard
2364241,Men,women,375,500,345,383,20,112,319,345,24,105,men and women is on the television screen
2364387,men,women,500,333,261,282,317,364,114,131,283,400,men and women is walking in this photo
2366334,males,females,333,500,28,188,3,289,242,319,166,332,two males and two females is in the picture
2366957,woman,men,375,500,286,362,241,342,279,314,225,284,men and woman is sitting on the ground
2368445,ladies,man,500,332,0,157,106,453,210,326,47,363,two ladies and a man is in the photo
2368875,beach,people,500,416,32,382,304,390,192,197,306,319,two people at the beach is in the picture
2369224,child,adults,389,500,92,118,71,156,7,50,35,172,a child and two or more adults is in the background
1159458,socks,bed,768,1024,581,680,625,692,285,1022,420,767,the girl laying in the bed is wearing blue socks is wearing the blue socks
2369275,men,woman,375,500,467,478,205,242,243,255,207,234,men and woman is in the photo
2370252,women,men,334,500,53,143,66,317,359,395,68,132,men and women are the people walking
2370335,boat,people,334,500,68,437,114,236,304,334,102,131,two people working on a boat is seen
2370471,children,men,333,500,341,406,172,331,6,71,0,188,"children, men and a lady is in the photo"
1159701,elders,table,681,1024,156,396,81,457,0,805,352,680,they are two elders at a table are they
1159713,Racers,spectators,428,640,9,184,142,422,244,280,32,92,racers and spectators is in this picture
1159755,Men,women,768,1024,487,758,352,724,256,338,341,415,men and women is sitting down
2371462,girls,boys,333,500,0,170,85,323,348,423,73,278,two girls and two boys is in the picture
2372672,woman,shoes,333,500,216,283,66,273,261,276,256,272,the woman with beige shoes is holding a red flag
2372884,players,umpire,375,500,44,58,127,160,334,395,206,294,players and umpire is on the field
1160184,girls,girls,768,1024,84,249,107,662,749,873,133,599,one guy and three girls are there
1160220,adults,girl,1024,680,523,677,124,792,596,676,358,1022,two adults and a girl is watching the woman
2374024,men,women,240,320,0,135,0,238,96,292,132,238,men and women is in the picture
2374900,person,jacket,500,333,197,293,320,498,198,292,349,482,the person in the black jacket is waving
2376988,man,children,500,333,118,297,124,446,0,56,194,321,a man and children is in the photo
2377205,women,women,403,500,81,232,66,251,319,349,51,90,a man and women is in the picture
2378099,people,hats,290,500,43,116,23,116,204,227,11,51,the people in gold hats is riding the elephants
1591821,woman,man,480,640,206,258,226,344,266,315,237,364,a man and woman is on the bike
1592089,man,beard,683,1024,89,241,138,516,120,125,198,203,the man with the beard as a dolly
150309,Snowboarders,snowmobiles,765,1024,296,664,218,703,269,317,375,379,"snowboarders, skiers, snowmobiles appears to have made the marks seen in the snow"
1592110,women,Women,682,1024,298,674,189,593,26,430,173,597,women is enjoying cocktails
1592110,women,Women,682,1024,298,674,189,593,26,430,173,597,women is on a boat
150324,woman,pastry,768,1024,0,721,81,763,504,584,340,430,the woman with the pastry is wearing a dark ring
150330,men,woman,709,1024,155,341,379,706,312,417,412,694,two men and a woman is outside the vehicle
150410,umpire,players,642,1024,140,360,218,522,476,723,233,489,the players and the umpire is in motion
150430,snowboarder,Snowboarders,759,1024,624,928,147,694,10,490,277,756,snowboarders ears goggles
150430,snowboarder,Snowboarders,759,1024,624,928,147,694,10,490,277,756,the snowboarders looks tired
150436,child,children,768,1024,576,786,243,652,931,1021,239,465,children is being taught
1592232,grass,man,676,1024,818,841,442,460,901,920,595,623,the man in the grass is shirtless
150490,man,orange juice,768,1024,537,803,137,768,208,229,481,497,the man drinking orange juice is wearing glasses
150518,Elephant,men,768,1024,143,928,109,691,0,150,362,765,three men and an elephant is in this picture
1592371,motorcycles,Men,755,1024,256,334,406,529,803,862,351,450,men on motorcycles rounds the turn
1592443,people,Animals,768,1024,245,321,345,527,832,976,437,519,animals and people is visiting the beach
1592478,man,woman,532,800,242,337,248,421,576,662,248,410,a woman with shoulder-length hair and a red and white top is eating on a bench
1592586,men,women,576,1024,418,493,123,220,437,779,166,575,men and women are in the picture
1592629,women,food,768,1024,645,1023,0,378,417,730,579,765,the women are sharing the food is sharing the food
1592663,people,strings,768,1024,421,461,739,767,762,965,544,696,the people holding the strings is at the other end of the kites
1592819,boy,girls,768,1024,284,361,347,621,351,404,354,583,boys and girls is boarding the bus
1592825,men,women,768,1024,413,442,241,270,325,338,251,274,men and women are the people in the stands
1592899,man,hat,683,1024,508,615,573,680,283,322,479,501,the man in the hat is smiling with teeth showing
1593033,walkers,cyclists,768,1024,163,205,386,495,91,121,389,477,walkers and cyclists are the people in the street
1593067,Man,sneakers,683,1024,505,892,95,594,715,810,541,591,man with the white sneakers is wearing a red shirt
1593118,woman,shoes,551,1024,174,268,228,389,243,267,368,387,there is a woman wearing red shoes on the platform is wearing red shoes on the platform
2380975,them,person,375,500,99,179,250,307,227,249,263,310,the person behind them is holding onto the horses
2382238,Men,women,336,500,351,410,145,263,152,174,164,219,men and women is in the picture
2382708,guy,hands,375,500,134,339,63,308,326,356,119,134,the guy in the middle has is hands up as there arms up
285766,women,men,768,1024,76,97,300,391,996,1025,314,498,"men, women,and children is in the picture"
285787,women,man,683,1024,0,393,81,553,343,664,130,453,two women and one man chats at a dinner table
286099,girls,boy,480,640,295,606,93,480,250,328,126,231,four girls and one boy is in the picture
2384409,men,woman,375,500,257,375,88,373,346,425,117,353,3 men 1 woman is pictured
2384921,men,women,375,500,432,500,154,377,51,199,204,374,men and women is in the picture
2386964,men,women,303,500,67,99,157,259,57,76,166,200,men and women is seen in this photo
2386968,man,vest,357,500,0,87,15,356,188,285,254,356,the man in the red vest as a beard
2388050,boys,girls,334,500,121,174,177,317,246,278,109,199,two boys and three girls is in the photo
2388670,person,shirt,333,500,369,413,100,173,369,399,113,139,the third person to the back is wearing a purple shirt is wearing a purple shirt
2389259,men,women,375,500,9,69,158,235,459,478,168,231,two men and two women is playing tennis
2389343,adults,children,500,377,10,36,254,327,224,254,303,378,3 adults 2 children is in the picture
2389447,woman,girls,500,281,0,109,63,366,182,281,136,288,one woman and two little girls is looking at the cake
2389642,lift,skiers,375,500,25,487,0,312,71,82,279,293,several skiers on a lift is in the background
2389805,crowd,baseball players,333,500,184,192,202,210,145,155,236,256,the crowd and the baseball players are the people in the photo
2389966,mother,kids,375,500,332,475,42,221,52,167,136,292,mother and kids sitting by the table
2391288,woman,boys,333,500,281,441,39,286,240,302,6,250,"a woman, girl, and boys is shown"
2391826,man,shirt,365,500,393,498,89,363,397,498,204,364,the man with a shirt is holding a phone
2392602,bike,they,334,500,213,349,156,276,252,314,37,114,they are fixing the bike are these men doing
2394149,cats,woman,500,500,59,482,149,485,18,116,20,485,two cats and a woman is the picture
2395383,Men,children,375,500,302,322,14,85,355,374,51,79,"men, women and children is in the picture"
2397083,kids,parents,331,500,220,228,157,182,101,108,67,99,kids and parents is in the water
2399176,Man,crowd,333,500,388,441,133,175,253,283,6,35,man sitting before crowd is wearing a bright yellow shirt
2400362,young man,hair,333,500,122,282,1,331,238,246,15,27,a young man with short brown hair as a dog in a backpack
2400460,women,men,500,375,111,267,226,498,110,193,180,431,men and women is in the picture
2405434,adults,child,500,375,49,62,264,291,73,79,281,294,two adults and a child is in the picture
2406480,men,women,333,500,259,304,39,149,302,331,41,85,men and women is in the picture
2407403,zookeepers,zoogoers,333,500,421,462,178,254,462,478,213,249,zookeepers and zoogoers is standing in the enclosure
2407514,girl,parents,358,500,81,273,46,356,328,360,2,43,a little girl swinging a bat and many parents watching the game is in the picture
2407966,Men,women,333,500,403,445,81,131,241,278,85,136,men and women is in this picture
2408742,people,stuff,500,500,212,434,14,382,163,197,354,368,people looking for stuff to buy is outside
2408969,girl,guy,500,375,151,289,93,263,130,207,46,211,2 girls and a guy is sitting on the bike
2409258,women,men,333,500,203,327,52,332,0,23,124,177,men and women is in the picture
2412070,man,hair,500,321,0,317,205,499,93,99,212,216,a man with blonde hair is holding a surfboard
2412204,girls,shirts,334,500,244,429,80,284,422,494,144,251,two girls in green and yellow shirts as pony tails
2413073,boy,clothes,500,375,143,256,183,499,143,255,356,499,"a blonde boy in dress clothes, posing for a picture is wearing a tie"
2415358,actor,bystanders,375,500,175,270,185,373,410,486,179,322,an actor and bystanders is in the photo
2416271,man,children,500,375,87,310,78,501,63,129,144,458,a man and some children is in this photo
2416536,Woman,skis,335,500,204,263,111,305,154,356,286,307,woman on skis is standing in front of the building
2416953,dogs,man,188,500,61,113,109,141,374,459,11,123,two dogs and a man is in the photo
713031,man,sunglasses,683,1024,481,663,170,562,202,239,268,285,the man with sunglasses is leaning on a bike
713043,women,dog,682,1024,689,925,295,619,694,911,517,680,three women and a dog ccupies the room
2416982,men,children,335,500,223,256,158,264,167,184,190,209,"men, women and children is seen in this photo"
713047,lady,motorcycles,1024,768,256,350,448,720,556,625,519,556,the lady walking beside the motorcycles is wearing red
2417174,water,skiers,314,500,0,497,103,310,321,331,140,164,water skiers is in picture
713260,girls,girl,768,1024,0,190,224,489,402,605,198,543,the girls are doing the blind pizza taste test
2417275,man,hair,333,500,91,243,30,333,139,143,89,100,the man with black hair is on the cell phone
713451,man,legs,1024,768,0,340,530,1024,0,334,586,952,the man whose legs are shown as hairy legs
713463,boarder,parka,685,1024,635,798,79,454,225,351,224,421,the snow boarder is wearing the white parka and the skier is wearing the yellow parka is wearing the white parka and who is wearing the yellow parka
2417428,females,males,375,500,110,129,278,312,44,62,305,340,numerous males and females is in this photo
713748,bikes,people,683,1024,239,663,344,644,855,951,290,382,the people on bikes is wearing helmets
2417702,man,water,340,500,427,442,283,307,61,90,302,314,a man in the water is in the photo
713767,people,people,678,1024,677,873,231,639,353,473,279,557,the people with umbrellas alks in the parade
713793,children,children,678,1024,894,947,286,491,636,707,246,484,one adult and five children is in the picture
713834,boy,girls,1024,768,165,629,331,901,49,303,234,714,three girls and one boy is in the picture
150343,girls,boys,683,1024,703,936,141,607,30,112,99,220,both boys and girls is sitting at the tables
2315729,Women,children,500,375,0,180,70,325,26,166,326,465,women and children is seen in this photo
713827,people,suits,683,1024,530,663,235,593,389,433,284,515,a young person that is standing to the left of the huddle of people in suits as a bicycle
2318276,men,statue,333,500,103,148,238,305,185,408,12,204,2 men with statue is in the image
2319820,men,girl,333,500,248,280,93,188,210,251,119,188,two men and a girl is in the water
2320739,ladies,toddler,357,500,0,210,5,356,341,478,45,355,two ladies and a toddler is in the photo
2321956,horses,jockey,500,500,208,429,2,499,195,328,8,329,a jockey and horses is in the photo
2323786,Men,women,333,500,8,35,169,268,178,188,219,248,men and women is seen in this photo
2324078,women,men,375,500,279,455,53,244,115,306,72,351,men and women is sitting in this photo
2325464,People,elephants,375,500,0,84,153,374,179,321,148,321,people and elephants is in the photo
2325790,people,motorcycle,333,500,258,282,232,285,261,300,255,298,two people are riding a motorcycle is riding a motorcycle
2325964,kids,adult,375,500,141,311,108,289,339,499,178,328,two kids and an adult is at the table
2327879,bird,head,376,500,55,213,192,306,339,375,95,114,the bird with red on it's head is flying
2328116,women,men,375,500,432,452,206,260,52,66,116,150,men and women are these people
2328779,Men,children,333,500,0,22,182,234,287,306,150,200,"men, women and children is in the picture"
2330353,Riders,fans,500,333,86,165,146,280,167,187,349,384,"riders, and fans is pictured"
2331056,man,computers,375,500,220,307,206,279,306,439,281,370,the man at the computers is shown twice in this picture
2331304,employees,passengers,372,500,296,342,170,280,476,482,167,183,passengers and train employees is in the picture
2331577,women,children,375,500,272,329,161,368,149,206,206,326,"men, women and children is in the picture"
2332473,Men,women,333,500,296,362,159,270,230,264,159,215,men and women is in the picture
498057,boys,girls,1024,682,0,197,293,813,366,682,298,901,two boys facing three girls is at the table
498023,people,people,683,1024,21,128,244,426,193,258,99,195,the people in the back seat is looking to the left
498024,Passengers,Passengers,768,1024,533,623,358,456,467,539,363,449,a few passengers are visible through the lower level windows of the bus
498248,man,trees,683,1024,663,948,329,614,796,905,0,371,one man who squats in front of the trees is not sitting on the bench
498271,man,glasses,1024,768,18,95,11,158,32,75,25,47,a man with glasses and a man with no shirt is on the poster
498297,frisbee players,frisbee,1024,681,47,563,213,971,522,620,444,577,two frisbee players vies for the disc
498297,women,men,1024,681,47,563,213,971,535,656,105,379,men and women is on the field
498386,bicycles,people,685,1024,323,397,405,458,463,498,332,430,two people on bicycles are wearing blue shirts
498386,skateboarders,skateboarders,685,1024,560,590,424,513,826,849,270,363,bicyclists and skateboarders are at a skate park
2337437,boys,boys,332,500,250,495,1,324,229,443,107,331,two boys and a man is in the picture
2337987,person,skis,375,500,230,353,62,113,233,397,103,119,the person on skis is wearing a helmet
2338170,bikes,man,375,500,171,209,124,197,174,210,93,176,a man and two bikes is in the picture
